Collection date,GISAID_ID,Originating lab,site
5/12/22,EPI_ISL_14779131,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/12/22,EPI_ISL_14779132,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/12/22,EPI_ISL_14779133,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/12/22,EPI_ISL_14779135,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/12/22,EPI_ISL_14779136,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/13/22,EPI_ISL_16672787,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/13/22,EPI_ISL_16672788,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/13/22,EPI_ISL_16672789,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/13/22,EPI_ISL_14779140,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/13/22,EPI_ISL_14779141,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/13/22,EPI_ISL_14779142,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/13/22,EPI_ISL_14779143,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/13/22,EPI_ISL_14779144,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/13/22,EPI_ISL_14779145,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779146,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/14/22,EPI_ISL_14779147,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/14/22,EPI_ISL_14779148,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/14/22,EPI_ISL_16672790,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779151,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779152,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_16672791,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_16672792,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/15/22,EPI_ISL_14779155,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/15/22,EPI_ISL_14779156,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/15/22,EPI_ISL_14779157,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779158,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779159,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779160,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779161,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779162,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779163,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779164,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779165,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779167,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779168,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779169,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779170,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779171,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779172,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_14779173,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/16/22,EPI_ISL_16672793,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779175,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779176,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779177,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779178,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779179,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779180,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779182,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779183,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779184,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779185,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779186,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/17/22,EPI_ISL_14779187,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_16672794,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779189,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779190,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779191,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779192,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779193,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_16672795,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779195,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779196,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779198,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779199,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779200,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779201,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779202,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779203,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_16672848,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779205,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779206,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779207,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/18/22,EPI_ISL_14779208,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779210,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_16672395,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779212,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779213,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779214,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779215,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779216,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779217,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779218,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779219,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779220,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779222,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779223,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779224,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779225,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779226,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779227,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779228,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/19/22,EPI_ISL_14779229,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779230,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779231,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779232,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779233,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779234,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779235,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779236,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779238,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_16672396,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779240,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779241,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779242,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/20/22,EPI_ISL_14779243,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/22/22,EPI_ISL_14779244,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/21/22,EPI_ISL_14779245,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/21/22,EPI_ISL_14779246,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/21/22,EPI_ISL_14779247,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/22/22,EPI_ISL_14779248,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/22/22,EPI_ISL_14779249,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/22/22,EPI_ISL_14779250,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/22/22,EPI_ISL_14779251,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779252,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779254,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779255,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779256,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_16672397,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779258,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779259,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779260,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779261,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779262,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779263,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779264,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779265,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779266,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779267,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779269,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779270,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779271,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779272,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_16672398,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_16672399,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779275,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779276,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_16672400,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779278,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779279,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779280,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/23/22,EPI_ISL_14779282,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779283,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_16672401,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779285,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779286,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779287,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779288,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779289,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779290,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779291,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779292,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779293,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779294,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779295,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779297,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779298,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779299,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/24/22,EPI_ISL_14779300,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779301,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779302,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779303,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779304,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779305,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779306,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779307,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779308,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779314,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779325,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_16672402,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779329,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779330,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779331,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_16672403,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779333,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779334,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779335,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779336,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779337,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779338,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_16672404,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779340,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_16672405,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/25/22,EPI_ISL_14779342,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/31/22,EPI_ISL_16673357,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779345,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779346,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779347,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_16673358,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_16673359,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779350,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779351,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_16673360,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779354,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779355,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779356,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779357,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779358,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779359,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779360,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779361,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779362,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779363,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779364,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779365,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779366,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779367,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/26/22,EPI_ISL_14779369,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779370,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779371,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779372,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779373,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779374,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779375,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779376,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779377,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779378,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779379,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779380,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_16673361,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_16673362,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_16673363,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779385,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779386,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/27/22,EPI_ISL_14779387,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/28/22,EPI_ISL_14779388,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/28/22,EPI_ISL_14779389,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/28/22,EPI_ISL_14779390,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/28/22,EPI_ISL_16673364,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/28/22,EPI_ISL_14779392,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/28/22,EPI_ISL_14779393,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/28/22,EPI_ISL_16673365,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779395,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_16673366,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_16673367,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779398,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779399,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779401,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779402,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779403,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779404,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_16673368,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779406,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779407,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779408,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/29/22,EPI_ISL_14779409,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/31/22,EPI_ISL_14779410,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/30/22,EPI_ISL_14779411,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/30/22,EPI_ISL_14779412,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/30/22,EPI_ISL_14779413,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/30/22,EPI_ISL_14779414,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/30/22,EPI_ISL_14779415,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/30/22,EPI_ISL_16673369,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/30/22,EPI_ISL_14779418,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/31/22,EPI_ISL_14779419,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/31/22,EPI_ISL_14779420,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/31/22,EPI_ISL_16673431,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/31/22,EPI_ISL_14779422,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/31/22,EPI_ISL_14779423,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
